Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
20/10/2015,2015/16,Charlton,Preston,0,3,A,0,2,A,S Hooper,8,18,1,5,9,13,2,6,2,3,0,0,20151020,English Second
20/10/2015,2015/16,Huddersfield,Milton Keynes Dons,2,0,H,0,0,D,P Bankes,9,9,5,1,13,9,4,5,4,2,0,0,20151020,English Second
20/10/2015,2015/16,Hull,Ipswich,3,0,H,2,0,H,C Kavanagh,15,15,5,2,9,13,2,4,2,1,0,0,20151020,English Second
20/10/2015,2015/16,Nott'm Forest,Burnley,1,1,D,0,0,D,S Atwell,12,15,5,2,8,6,5,6,3,2,1,0,20151020,English Second
20/10/2015,2015/16,QPR,Sheffield Weds,0,0,D,0,0,D,A Haines,19,6,2,0,14,9,5,4,1,0,0,0,20151020,English Second
20/10/2015,2015/16,Rotherham,Reading,1,1,D,0,1,A,J Simpson,19,17,6,6,14,8,6,6,2,1,0,0,20151020,English Second
18/10/2015,2015/16,Derby,Wolves,4,2,H,3,1,H,A Madley,20,7,11,2,8,16,7,2,1,2,0,0,20151018,English Second
17/10/2015,2015/16,Birmingham,QPR,2,1,H,1,1,D,C Boyeson,8,8,3,4,8,18,5,2,1,2,0,0,20151017,English Second
17/10/2015,2015/16,Brentford,Rotherham,2,1,H,1,0,H,I Williamson,8,14,4,6,20,15,5,4,2,2,0,0,20151017,English Second
17/10/2015,2015/16,Burnley,Bolton,2,0,H,0,0,D,G Scott,10,14,7,7,13,10,5,4,2,3,0,0,20151017,English Second
17/10/2015,2015/16,Ipswich,Huddersfield,0,0,D,0,0,D,A Davies,11,7,4,3,13,8,4,6,3,1,0,1,20151017,English Second
17/10/2015,2015/16,Leeds,Brighton,1,2,A,1,1,D,D Deadman,6,14,2,5,10,13,3,7,0,2,0,0,20151017,English Second
17/10/2015,2015/16,Middlesbrough,Fulham,0,0,D,0,0,D,P Bankes,18,13,6,3,10,5,6,1,3,3,0,0,20151017,English Second
17/10/2015,2015/16,Milton Keynes Dons,Blackburn,3,0,H,1,0,H,J Linington,21,10,9,3,9,8,8,4,2,2,0,1,20151017,English Second
17/10/2015,2015/16,Preston,Cardiff,0,0,D,0,0,D,S Atwell,18,17,1,2,4,8,6,1,0,1,0,0,20151017,English Second
17/10/2015,2015/16,Reading,Charlton,1,0,H,0,0,D,R Lewis,23,2,4,1,4,19,7,1,0,2,0,1,20151017,English Second
17/10/2015,2015/16,Sheffield Weds,Hull,1,1,D,1,0,H,K Stroud,10,16,2,6,13,13,5,6,2,2,0,0,20151017,English Second
16/10/2015,2015/16,Bristol City,Nott'm Forest,2,0,H,2,0,H,L Mason,14,18,7,5,11,14,6,10,1,2,0,0,20151016,English Second
4/10/2015,2015/16,Charlton,Fulham,2,2,D,0,1,A,J Linington,21,18,7,8,8,8,10,5,1,1,0,0,20151004,English Second
3/10/2015,2015/16,Blackburn,Ipswich,2,0,H,2,0,H,A Marriner,15,10,4,3,11,15,5,8,2,3,0,0,20151003,English Second
3/10/2015,2015/16,Brighton,Cardiff,1,1,D,1,1,D,C Breakspear,20,6,8,3,6,12,11,2,0,4,0,0,20151003,English Second
3/10/2015,2015/16,Bristol City,Milton Keynes Dons,1,1,D,1,0,H,D Bond,6,11,3,4,13,13,1,3,3,5,0,0,20151003,English Second
3/10/2015,2015/16,Derby,Brentford,2,0,H,2,0,H,J Simpson,21,11,6,5,11,14,12,3,3,3,0,0,20151003,English Second
3/10/2015,2015/16,Leeds,Birmingham,0,2,A,0,1,A,P Tierney,13,13,4,5,17,17,13,5,3,1,0,0,20151003,English Second
3/10/2015,2015/16,Nott'm Forest,Hull,0,1,A,0,1,A,N Miller,28,15,8,8,11,8,9,8,2,3,1,0,20151003,English Second
3/10/2015,2015/16,QPR,Bolton,4,3,H,2,2,D,D Drysdale,19,11,10,4,15,14,4,3,3,0,0,0,20151003,English Second
3/10/2015,2015/16,Reading,Middlesbrough,2,0,H,1,0,H,K Stroud,14,6,4,1,17,11,3,3,1,2,0,0,20151003,English Second
3/10/2015,2015/16,Sheffield Weds,Preston,3,1,H,1,0,H,A Woolmer,13,10,6,4,9,13,6,8,0,1,0,0,20151003,English Second
3/10/2015,2015/16,Wolves,Huddersfield,3,0,H,1,0,H,C Kavanagh,14,12,8,6,14,13,6,4,3,2,0,0,20151003,English Second
2/10/2015,2015/16,Rotherham,Burnley,1,2,A,0,1,A,P Bankes,15,12,3,5,11,9,3,4,3,1,0,0,20151002,English Second
29/09/2015,2015/16,Brentford,Birmingham,0,2,A,0,0,D,K Hill,12,17,3,3,10,6,5,6,2,1,0,0,20150929,English Second
29/09/2015,2015/16,Fulham,Wolves,0,3,A,0,0,D,D Drysdale,5,16,3,9,11,14,1,3,0,0,1,0,20150929,English Second
27/09/2015,2015/16,Middlesbrough,Leeds,3,0,H,2,0,H,N Swarbrick,6,12,2,6,16,12,8,4,3,0,0,0,20150927,English Second
26/09/2015,2015/16,Birmingham,Rotherham,0,2,A,0,1,A,A Woolmer,17,18,1,6,10,11,8,2,0,0,0,0,20150926,English Second
26/09/2015,2015/16,Bolton,Brighton,2,2,D,1,2,A,M Haywood,15,11,8,3,7,8,9,4,1,2,0,1,20150926,English Second
26/09/2015,2015/16,Brentford,Sheffield Weds,1,2,A,0,1,A,G Eltringham,11,15,5,6,8,19,6,3,2,1,1,1,20150926,English Second
26/09/2015,2015/16,Burnley,Reading,1,2,A,0,2,A,T Harrington,9,17,5,6,8,9,7,3,1,2,0,0,20150926,English Second
26/09/2015,2015/16,Cardiff,Charlton,2,1,H,0,0,D,A Madley,20,13,5,7,6,6,9,4,1,1,0,0,20150926,English Second
26/09/2015,2015/16,Hull,Blackburn,1,1,D,0,0,D,A Haines,23,14,4,3,9,15,6,7,2,3,0,0,20150926,English Second
26/09/2015,2015/16,Ipswich,Bristol City,2,2,D,0,0,D,P Bankes,20,10,5,3,8,7,11,7,0,3,0,0,20150926,English Second
26/09/2015,2015/16,Milton Keynes Dons,Derby,1,3,A,0,0,D,C Kavanagh,26,10,4,5,11,18,8,2,1,3,0,0,20150926,English Second
26/09/2015,2015/16,Preston,Wolves,1,1,D,1,0,H,T Kettle,8,15,2,4,12,12,3,7,3,2,2,0,20150926,English Second
25/09/2015,2015/16,Fulham,QPR,4,0,H,3,0,H,K Friend,13,7,7,2,5,10,5,2,0,1,0,0,20150925,English Second
24/09/2015,2015/16,Huddersfield,Nott'm Forest,1,1,D,0,1,A,G Salisbury,13,8,2,4,13,11,11,2,1,1,0,0,20150924,English Second
21/09/2015,2015/16,Derby,Burnley,0,0,D,0,0,D,D Whitestone,21,9,4,3,4,10,7,5,0,0,0,0,20150921,English Second
19/09/2015,2015/16,Blackburn,Charlton,3,0,H,1,0,H,C Boyeson,16,9,8,3,9,8,11,7,1,0,0,0,20150919,English Second
19/09/2015,2015/16,Brentford,Preston,2,1,H,0,1,A,T Robinson,14,13,7,4,14,11,6,5,3,4,0,0,20150919,English Second
19/09/2015,2015/16,Bristol City,Reading,0,2,A,0,2,A,S Martin,6,14,2,3,10,11,11,4,2,1,0,0,20150919,English Second
19/09/2015,2015/16,Huddersfield,Bolton,4,1,H,1,1,D,T Kettle,16,7,7,2,8,11,2,1,0,2,0,1,20150919,English Second
19/09/2015,2015/16,Hull,QPR,1,1,D,1,1,D,O Langford,11,9,3,3,6,8,12,4,0,0,0,0,20150919,English Second
19/09/2015,2015/16,Milton Keynes Dons,Leeds,1,2,A,0,2,A,D Webb,26,14,8,5,8,12,13,3,1,2,1,0,20150919,English Second
19/09/2015,2015/16,Nott'm Forest,Middlesbrough,1,2,A,1,2,A,L Mason,21,11,8,9,10,16,11,1,2,6,0,0,20150919,English Second
19/09/2015,2015/16,Rotherham,Cardiff,2,1,H,1,1,D,K Hill,18,5,5,3,10,14,5,4,2,2,0,1,20150919,English Second
19/09/2015,2015/16,Sheffield Weds,Fulham,3,2,H,2,1,H,S Hooper,10,8,5,3,17,11,6,1,1,2,0,0,20150919,English Second
19/09/2015,2015/16,Wolves,Brighton,0,0,D,0,0,D,J Simpson,6,19,1,8,10,17,3,4,1,2,1,0,20150919,English Second
18/09/2015,2015/16,Ipswich,Birmingham,1,1,D,1,1,D,K Stroud,18,14,4,4,12,10,7,1,2,2,0,0,20150918,English Second
16/09/2015,2015/16,QPR,Blackburn,2,2,D,0,1,A,D Deadman,17,11,3,6,8,12,11,13,2,2,0,0,20150916,English Second
15/09/2015,2015/16,Birmingham,Nott'm Forest,0,1,A,0,0,D,M Heywood,6,13,1,3,11,12,3,6,4,2,0,0,20150915,English Second
15/09/2015,2015/16,Bolton,Sheffield Weds,0,0,D,0,0,D,P Bankes,14,10,4,3,8,17,6,2,2,4,0,0,20150915,English Second
15/09/2015,2015/16,Brighton,Rotherham,2,1,H,1,0,H,J Linington,21,6,8,1,14,10,7,3,1,1,0,0,20150915,English Second
15/09/2015,2015/16,Burnley,Milton Keynes Dons,2,1,H,1,1,D,K Wright,17,10,7,1,18,8,8,3,0,3,0,0,20150915,English Second
15/09/2015,2015/16,Cardiff,Hull,0,2,A,0,1,A,C Sarginson,15,13,3,5,11,10,12,3,4,3,0,0,20150915,English Second
15/09/2015,2015/16,Charlton,Huddersfield,1,2,A,1,2,A,C Breakspear,18,16,4,5,13,12,2,8,1,4,0,0,20150915,English Second
15/09/2015,2015/16,Leeds,Ipswich,0,1,A,0,1,A,J Adcock,11,12,1,4,10,14,5,3,3,1,0,0,20150915,English Second
15/09/2015,2015/16,Middlesbrough,Brentford,3,1,H,1,0,H,G Salisbury,18,17,4,4,6,11,4,1,3,3,0,0,20150915,English Second
15/09/2015,2015/16,Preston,Bristol City,1,1,D,0,0,D,E Ilderton,13,15,3,5,7,12,5,12,0,0,0,0,20150915,English Second
15/09/2015,2015/16,Reading,Derby,0,1,A,0,0,D,A Davies,12,10,2,2,13,8,7,5,2,2,1,0,20150915,English Second
13/09/2015,2015/16,Fulham,Blackburn,2,1,H,2,0,H,T Harrington,16,23,9,9,12,13,4,7,1,4,0,0,20150913,English Second
12/09/2015,2015/16,Birmingham,Bristol City,4,2,H,3,1,H,M Brown,14,10,6,2,11,17,6,3,2,3,0,0,20150912,English Second
12/09/2015,2015/16,Bolton,Wolves,2,1,H,2,0,H,S Duncan,11,21,5,9,12,11,8,9,1,1,0,0,20150912,English Second
12/09/2015,2015/16,Brighton,Hull,1,0,H,1,0,H,S Hooper,14,12,3,3,15,10,3,5,3,2,0,0,20150912,English Second
12/09/2015,2015/16,Burnley,Sheffield Weds,3,1,H,1,1,D,S Martin,12,13,6,2,10,10,5,6,0,2,0,0,20150912,English Second
12/09/2015,2015/16,Cardiff,Huddersfield,2,0,H,0,0,D,P Tierney,12,8,6,0,12,7,1,5,1,1,0,0,20150912,English Second
12/09/2015,2015/16,Charlton,Rotherham,1,1,D,0,1,A,K Stroud,21,7,8,4,9,10,8,6,2,2,0,0,20150912,English Second
12/09/2015,2015/16,Leeds,Brentford,1,1,D,0,1,A,N Miller,17,15,5,2,12,18,2,4,2,3,0,0,20150912,English Second
12/09/2015,2015/16,Middlesbrough,Milton Keynes Dons,2,0,H,0,0,D,J Simpson,17,8,7,5,11,12,8,6,1,2,0,0,20150912,English Second
12/09/2015,2015/16,Preston,Derby,1,2,A,0,2,A,R Clark,19,14,6,4,17,17,5,1,2,2,0,0,20150912,English Second
12/09/2015,2015/16,QPR,Nott'm Forest,1,2,A,0,0,D,K Hill,9,21,2,7,11,16,4,4,1,2,1,0,20150912,English Second
11/09/2015,2015/16,Reading,Ipswich,5,1,H,2,1,H,R East,10,12,6,3,10,10,3,2,0,4,0,0,20150911,English Second
29/08/2015,2015/16,Brentford,Reading,1,3,A,0,2,A,A Madley,9,16,1,9,21,12,4,4,5,3,0,0,20150829,English Second
29/08/2015,2015/16,Bristol City,Burnley,1,2,A,0,2,A,M Dean,15,9,8,3,3,10,5,5,0,0,0,0,20150829,English Second
29/08/2015,2015/16,Derby,Leeds,1,2,A,0,1,A,D Bond,12,13,3,2,16,8,6,7,1,0,0,0,20150829,English Second
29/08/2015,2015/16,Huddersfield,QPR,0,1,A,0,0,D,K Wright,14,9,1,2,11,18,8,2,1,3,0,0,20150829,English Second
29/08/2015,2015/16,Hull,Preston,2,0,H,1,0,H,F Graham,15,7,4,1,8,11,6,6,2,3,0,0,20150829,English Second
29/08/2015,2015/16,Ipswich,Brighton,2,3,A,0,2,A,K Hill,10,22,3,6,10,11,5,5,4,3,0,0,20150829,English Second
29/08/2015,2015/16,Milton Keynes Dons,Birmingham,0,2,A,0,0,D,R Atkin,10,12,0,3,9,15,3,4,2,2,0,0,20150829,English Second
29/08/2015,2015/16,Nott'm Forest,Cardiff,1,2,A,0,1,A,O Langford,17,13,5,5,9,7,11,2,0,4,0,0,20150829,English Second
29/08/2015,2015/16,Rotherham,Fulham,1,3,A,0,2,A,G Eltringham,13,15,7,6,10,13,2,6,1,2,0,0,20150829,English Second
29/08/2015,2015/16,Sheffield Weds,Middlesbrough,1,3,A,0,1,A,M Heywood,10,13,4,5,16,18,5,9,2,3,0,0,20150829,English Second
29/08/2015,2015/16,Wolves,Charlton,2,1,H,0,0,D,C Kavanagh,14,9,6,2,13,10,4,3,0,1,0,0,20150829,English Second
28/08/2015,2015/16,Blackburn,Bolton,0,0,D,0,0,D,P Tierney,18,8,1,1,16,15,9,6,3,4,0,1,20150828,English Second
22/08/2015,2015/16,Bolton,Nott'm Forest,1,1,D,0,0,D,C Boyeson,21,10,3,3,9,14,8,3,1,4,0,0,20150822,English Second
22/08/2015,2015/16,Brighton,Blackburn,1,0,H,1,0,H,A Madley,11,12,2,5,14,13,4,6,4,3,0,0,20150822,English Second
22/08/2015,2015/16,Burnley,Brentford,1,0,H,1,0,H,D Webb,13,7,3,4,13,10,10,1,1,2,0,0,20150822,English Second
22/08/2015,2015/16,Cardiff,Wolves,2,0,H,1,0,H,A Davies,9,8,4,0,8,10,3,4,2,1,0,0,20150822,English Second
22/08/2015,2015/16,Charlton,Hull,2,1,H,0,0,D,T Robinson,13,12,5,3,8,8,5,4,2,1,0,0,20150822,English Second
22/08/2015,2015/16,Fulham,Huddersfield,1,1,D,0,0,D,J Adcock,16,13,5,6,7,16,10,9,1,2,0,0,20150822,English Second
22/08/2015,2015/16,Leeds,Sheffield Weds,1,1,D,0,1,A,M Jones,20,9,3,3,12,20,3,4,2,4,0,0,20150822,English Second
22/08/2015,2015/16,Middlesbrough,Bristol City,0,1,A,0,1,A,P Tierney,19,12,6,4,12,9,8,1,1,1,0,0,20150822,English Second
22/08/2015,2015/16,Preston,Ipswich,1,2,A,1,1,D,M Brown,16,4,5,2,12,11,3,4,3,0,0,0,20150822,English Second
22/08/2015,2015/16,QPR,Rotherham,4,2,H,1,0,H,D Whitestone,14,11,5,4,13,12,5,6,1,2,0,0,20150822,English Second
22/08/2015,2015/16,Reading,Milton Keynes Dons,0,0,D,0,0,D,D Coote,20,3,7,0,14,16,8,2,1,3,0,0,20150822,English Second
21/08/2015,2015/16,Birmingham,Derby,1,1,D,1,0,H,L Mason,19,20,7,6,8,13,5,8,0,2,0,0,20150821,English Second
19/08/2015,2015/16,Bristol City,Leeds,2,2,D,0,1,A,G Ward,18,7,11,3,5,15,8,3,2,5,0,0,20150819,English Second
19/08/2015,2015/16,Hull,Fulham,2,1,H,1,0,H,G Salisbury,10,8,2,4,8,9,6,1,0,3,0,0,20150819,English Second
19/08/2015,2015/16,Sheffield Weds,Reading,1,1,D,0,0,D,P Tierney,4,15,2,3,14,13,1,5,2,2,0,0,20150819,English Second
19/08/2015,2015/16,Wolves,QPR,2,3,A,2,1,H,P Bankes,16,20,6,10,10,13,5,2,3,2,0,0,20150819,English Second
18/08/2015,2015/16,Blackburn,Cardiff,1,1,D,0,1,A,S Duncan,18,7,7,2,9,11,4,4,2,3,0,0,20150818,English Second
18/08/2015,2015/16,Derby,Middlesbrough,1,1,D,0,1,A,S Martin,6,7,4,2,9,16,4,3,1,2,0,0,20150818,English Second
18/08/2015,2015/16,Huddersfield,Brighton,1,1,D,0,1,A,E Ilderton,12,12,3,4,11,9,6,3,2,3,0,0,20150818,English Second
18/08/2015,2015/16,Ipswich,Burnley,2,0,H,0,0,D,S Hooper,13,7,3,4,13,9,9,3,0,1,0,0,20150818,English Second
18/08/2015,2015/16,Milton Keynes Dons,Bolton,1,0,H,0,0,D,S Atwell,11,18,3,5,9,16,2,13,2,3,0,0,20150818,English Second
18/08/2015,2015/16,Nott'm Forest,Charlton,0,0,D,0,0,D,D Drysdale,20,10,1,2,9,11,4,4,3,1,0,0,20150818,English Second
18/08/2015,2015/16,Rotherham,Preston,0,0,D,0,0,D,D Coote,9,8,0,4,14,11,1,4,4,2,0,0,20150818,English Second
16/08/2015,2015/16,Reading,Leeds,0,0,D,0,0,D,C Kavanagh,14,9,3,1,18,9,5,4,1,3,0,0,20150816,English Second
16/08/2015,2015/16,Wolves,Hull,1,1,D,0,1,A,A Marriner,15,17,5,6,8,4,6,2,0,1,0,0,20150816,English Second
15/08/2015,2015/16,Bristol City,Brentford,2,4,A,2,2,D,K Stroud,15,14,5,4,15,13,4,4,1,1,1,0,20150815,English Second
15/08/2015,2015/16,Burnley,Birmingham,2,2,D,0,1,A,D Coote,19,13,7,4,11,11,8,5,3,1,0,0,20150815,English Second
15/08/2015,2015/16,Derby,Charlton,1,1,D,0,0,D,N Miller,27,10,6,3,3,19,14,4,0,2,0,0,20150815,English Second
15/08/2015,2015/16,Fulham,Brighton,1,2,A,1,1,D,N Swarbrick,13,16,5,6,9,9,4,9,2,2,0,0,20150815,English Second
15/08/2015,2015/16,Huddersfield,Blackburn,1,1,D,1,0,H,P Bankes,16,5,5,2,13,8,7,3,2,0,0,0,20150815,English Second
15/08/2015,2015/16,Ipswich,Sheffield Weds,2,1,H,1,1,D,J Linington,17,7,8,3,16,8,13,8,2,2,0,0,20150815,English Second
15/08/2015,2015/16,Middlesbrough,Bolton,3,0,H,3,0,H,J Adcock,17,8,7,1,9,6,7,3,0,0,0,0,20150815,English Second
15/08/2015,2015/16,Milton Keynes Dons,Preston,0,1,A,0,1,A,A Madley,14,12,2,1,10,17,10,6,1,3,0,1,20150815,English Second
15/08/2015,2015/16,Nott'm Forest,Rotherham,2,1,H,1,1,D,D Bond,20,15,9,4,10,17,11,7,2,3,0,0,20150815,English Second
15/08/2015,2015/16,QPR,Cardiff,2,2,D,1,0,H,S Hooper,16,13,6,5,17,9,9,5,0,0,0,0,20150815,English Second
9/08/2015,2015/16,Preston,Middlesbrough,0,0,D,0,0,D,C Kavanagh,9,7,2,0,13,11,1,1,2,1,0,0,20150809,English Second
8/08/2015,2015/16,Birmingham,Reading,2,1,H,1,0,H,P Bankes,5,20,3,7,14,16,2,5,4,5,0,0,20150808,English Second
8/08/2015,2015/16,Blackburn,Wolves,1,2,A,1,2,A,M Haywood,14,10,5,3,5,16,4,3,2,3,0,0,20150808,English Second
8/08/2015,2015/16,Bolton,Derby,0,0,D,0,0,D,A Madley,12,8,2,1,15,13,4,9,1,1,1,0,20150808,English Second
8/08/2015,2015/16,Brentford,Ipswich,2,2,D,0,1,A,D Coote,23,15,5,9,12,11,9,5,1,0,0,0,20150808,English Second
8/08/2015,2015/16,Cardiff,Fulham,1,1,D,0,0,D,D Bond,17,8,4,1,8,6,7,3,1,1,0,0,20150808,English Second
8/08/2015,2015/16,Charlton,QPR,2,0,H,0,0,D,R Madley,14,11,4,4,12,13,3,11,3,2,0,0,20150808,English Second
8/08/2015,2015/16,Hull,Huddersfield,2,0,H,1,0,H,K Hill,11,6,5,1,12,18,8,4,1,3,0,0,20150808,English Second
8/08/2015,2015/16,Leeds,Burnley,1,1,D,0,0,D,K Friend,15,10,4,4,10,10,4,4,1,2,0,0,20150808,English Second
8/08/2015,2015/16,Rotherham,Milton Keynes Dons,1,4,A,1,3,A,N Miller,15,8,6,4,9,12,12,2,1,3,0,0,20150808,English Second
8/08/2015,2015/16,Sheffield Weds,Bristol City,2,0,H,0,0,D,J Adcock,13,6,5,3,15,14,7,2,1,3,0,0,20150808,English Second
7/08/2015,2015/16,Brighton,Nott'm Forest,1,0,H,0,0,D,K Stroud,18,17,7,3,16,11,10,3,4,2,0,0,20150807,English Second
2/05/2015,2014/15,Blackburn,Ipswich,3,2,H,2,1,H,G Scott,18,19,5,4,8,10,8,9,0,2,0,0,20150502,English Second
2/05/2015,2014/15,Blackpool,Huddersfield,0,0,D,0,0,D,M Russell,6,7,3,3,5,4,2,5,2,0,0,0,20150502,English Second
2/05/2015,2014/15,Bolton,Birmingham,0,1,A,0,1,A,M Brown,15,14,2,3,9,7,3,4,4,1,0,0,20150502,English Second
2/05/2015,2014/15,Brentford,Wigan,3,0,H,1,0,H,A Woolmer,14,10,9,4,10,11,8,3,0,2,0,0,20150502,English Second
2/05/2015,2014/15,Charlton,Bournemouth,0,3,A,0,2,A,N Swarbrick,9,26,2,5,5,6,2,7,2,1,0,0,20150502,English Second
2/05/2015,2014/15,Derby,Reading,0,3,A,0,1,A,J Linington,10,16,3,7,9,19,7,5,3,2,0,0,20150502,English Second
2/05/2015,2014/15,Leeds,Rotherham,0,0,D,0,0,D,A D'Urso,15,10,4,1,6,12,6,3,1,0,0,0,20150502,English Second
2/05/2015,2014/15,Middlesbrough,Brighton,0,0,D,0,0,D,A Madley,13,13,5,2,9,10,6,3,1,1,0,0,20150502,English Second
2/05/2015,2014/15,Norwich,Fulham,4,2,H,2,0,H,D Coote,19,8,8,4,10,8,4,3,2,1,0,0,20150502,English Second
2/05/2015,2014/15,Nott'm Forest,Cardiff,1,2,A,0,2,A,P Bankes,13,9,3,3,13,11,4,4,4,2,0,1,20150502,English Second
2/05/2015,2014/15,Watford,Sheffield Weds,1,1,D,1,0,H,L Probert,18,3,6,1,8,8,5,0,0,1,0,0,20150502,English Second
2/05/2015,2014/15,Wolves,Millwall,4,2,H,1,0,H,M Haywood,20,18,11,5,6,9,8,6,0,2,0,0,20150502,English Second
28/04/2015,2014/15,Rotherham,Reading,2,1,H,0,0,D,G Salisbury,12,7,3,3,11,10,4,3,1,0,0,0,20150428,English Second
27/04/2015,2014/15,Bournemouth,Bolton,3,0,H,2,0,H,S Hooper,24,6,10,1,8,12,9,5,1,1,0,1,20150427,English Second
25/04/2015,2014/15,Birmingham,Charlton,1,0,H,0,0,D,J Simpson,20,7,5,4,4,14,14,6,1,1,0,0,20150425,English Second
25/04/2015,2014/15,Brighton,Watford,0,2,A,0,1,A,K Stroud,13,12,4,5,11,11,7,5,3,4,0,0,20150425,English Second
25/04/2015,2014/15,Cardiff,Blackpool,3,2,H,2,0,H,S Martin,13,13,6,6,11,23,8,3,2,2,0,0,20150425,English Second
25/04/2015,2014/15,Fulham,Middlesbrough,4,3,H,1,0,H,K Friend,14,17,8,6,6,12,3,10,2,2,0,1,20150425,English Second
25/04/2015,2014/15,Huddersfield,Blackburn,2,2,D,1,2,A,B Malone,15,13,5,5,11,14,7,3,1,1,0,0,20150425,English Second
25/04/2015,2014/15,Ipswich,Nott'm Forest,2,1,H,1,0,H,G Salisbury,15,9,4,5,11,8,3,5,1,0,0,0,20150425,English Second
25/04/2015,2014/15,Millwall,Derby,3,3,D,2,1,H,D Coote,12,12,7,5,22,12,8,3,2,2,0,0,20150425,English Second
25/04/2015,2014/15,Reading,Brentford,0,2,A,0,1,A,A Madley,18,14,4,7,16,5,5,4,3,1,0,0,20150425,English Second
25/04/2015,2014/15,Rotherham,Norwich,1,1,D,0,0,D,M Brown,23,6,4,2,11,15,4,5,0,4,0,1,20150425,English Second
25/04/2015,2014/15,Sheffield Weds,Leeds,1,2,A,1,0,H,R Madley,10,14,2,5,10,17,7,4,2,2,0,0,20150425,English Second
25/04/2015,2014/15,Wigan,Wolves,0,1,A,0,1,A,J Linington,11,3,2,3,13,9,10,4,3,3,1,0,20150425,English Second
22/04/2015,2014/15,Reading,Birmingham,0,1,A,0,0,D,L Mason,21,10,8,6,9,11,7,6,1,0,0,0,20150422,English Second
21/04/2015,2014/15,Blackburn,Millwall,2,0,H,0,0,D,N Miller,16,22,7,6,6,13,6,4,0,1,0,0,20150421,English Second
18/04/2015,2014/15,Blackburn,Nott'm Forest,3,3,D,2,2,D,A Haines,12,21,4,9,7,8,3,1,1,1,0,0,20150418,English Second
18/04/2015,2014/15,Blackpool,Fulham,0,1,A,0,1,A,E Ilderton,17,6,3,2,4,12,7,1,0,2,0,0,20150418,English Second
18/04/2015,2014/15,Bournemouth,Sheffield Weds,2,2,D,0,1,A,P Tierney,16,11,4,6,15,14,9,2,1,3,1,0,20150418,English Second
18/04/2015,2014/15,Brentford,Bolton,2,2,D,2,1,H,C Boyeson,17,14,8,5,10,10,3,8,2,4,0,0,20150418,English Second
18/04/2015,2014/15,Cardiff,Millwall,0,0,D,0,0,D,M Brown,11,9,1,3,11,15,7,5,2,1,0,0,20150418,English Second
18/04/2015,2014/15,Charlton,Leeds,2,1,H,0,1,A,T Harrington,10,15,5,7,8,9,6,4,2,0,0,0,20150418,English Second
18/04/2015,2014/15,Huddersfield,Derby,4,4,D,3,1,H,D Whitestone,18,10,6,5,14,7,8,2,2,1,0,0,20150418,English Second
18/04/2015,2014/15,Watford,Birmingham,1,0,H,0,0,D,M Haywood,18,5,6,2,10,11,7,2,1,1,0,0,20150418,English Second
18/04/2015,2014/15,Wigan,Brighton,2,1,H,1,0,H,K Hill,8,16,4,6,12,14,3,9,0,3,0,0,20150418,English Second
18/04/2015,2014/15,Wolves,Ipswich,1,1,D,0,1,A,S Attwell,12,7,1,1,6,11,8,4,1,2,0,0,20150418,English Second
17/04/2015,2014/15,Norwich,Middlesbrough,0,1,A,0,1,A,R Madley,20,9,2,3,7,13,14,7,2,2,0,0,20150417,English Second
15/04/2015,2014/15,Fulham,Rotherham,1,1,D,0,1,A,A Davies,13,11,3,5,11,14,4,12,3,1,0,0,20150415,English Second
15/04/2015,2014/15,Nott'm Forest,Watford,1,3,A,0,2,A,P Tierney,22,23,11,10,8,12,4,8,0,3,1,0,20150415,English Second
14/04/2015,2014/15,Birmingham,Blackburn,2,2,D,0,1,A,J Linington,17,13,7,6,12,11,10,6,0,1,0,0,20150414,English Second
14/04/2015,2014/15,Bolton,Charlton,1,1,D,0,1,A,K Wright,23,10,2,6,7,5,10,1,0,0,0,0,20150414,English Second
14/04/2015,2014/15,Brighton,Huddersfield,0,0,D,0,0,D,A D'Urso,16,10,0,3,11,10,4,3,4,3,0,0,20150414,English Second
14/04/2015,2014/15,Derby,Blackpool,4,0,H,3,0,H,O Langford,18,10,8,0,9,10,5,4,0,0,0,0,20150414,English Second
14/04/2015,2014/15,Ipswich,Cardiff,3,1,H,2,1,H,G Ward,17,9,6,2,6,13,9,2,3,2,0,0,20150414,English Second
14/04/2015,2014/15,Leeds,Norwich,0,2,A,0,0,D,M Jones,3,11,1,3,12,18,7,1,0,4,0,0,20150414,English Second
14/04/2015,2014/15,Middlesbrough,Wolves,2,1,H,2,0,H,N Swarbrick,17,9,3,1,13,10,6,4,1,4,0,0,20150414,English Second
14/04/2015,2014/15,Millwall,Wigan,2,0,H,0,0,D,S Martin,10,5,5,2,16,7,2,5,4,2,1,2,20150414,English Second
14/04/2015,2014/15,Reading,Bournemouth,0,1,A,0,1,A,K Stroud,12,8,1,2,12,6,4,4,2,4,0,0,20150414,English Second
14/04/2015,2014/15,Sheffield Weds,Brentford,1,0,H,0,0,D,M Brown,12,14,3,3,14,10,2,8,1,1,0,0,20150414,English Second
